hausa,english
Zan ba ku sabuwa zuciya in kuma sa sabon ruhu a cikinku; zan fid da zuciyar dutse in kuma ba ku zuciyar nama.,"I will also give you a new heart, and I will put a new spirit within you. I will take away the stony heart out of your flesh, and I will give you a heart of flesh."
"Ku roƙi Ubangiji, yă tsai da tsawar da ƙanƙarar. Ni kuwa na yi alkawari zan bar ku ku tafi, ba za ku ƙara tsayawa a nan ba.”","Pray to Yahweh; for there has been enough of mighty thunderings and hail. I will let you go, and you shall stay no longer.”"
"Dukan hannuwansu sun gwaninta wajen yin mugunta; shugabanni suna nema a ba su kyautai, alƙalai suna nema a ba su cin hanci, masu iko suna faɗar son zuciyarsu, duk suna ƙulla makirci tare.",Their hands are on that which is evil to do it diligently. The ruler and judge ask for a bribe. The powerful man dictates the evil desire of his soul. Thus they conspire together.
"Sai ya shiga ɗaya jirgin ruwan da yake na Siman, ya kuma roƙe shi yă tura shi kaɗan daga gaci. Sai ya zauna a jirgin ruwan, ya koyar da mutane daga ciki.","He entered into one of the boats, which was Simon’s, and asked him to put out a little from the land. He sat down and taught the multitudes from the boat."
"“Ka ce da ’yan’uwanka maza, ‘Mutanena,’ ka kuma ce da ’yan’uwanka mata, ‘Ƙaunatacciyata.’","“Say to your brothers, ‘My people!’ and to your sisters, ‘My loved one!’"
"in na sami tagomashi a wurin sarki, in kuma sarki ya yarda yă biya mini bukatata, yă kuma ji roƙona, bari sarki da Haman su zo gobe wurin liyafar da zan shirya musu. Sa’an nan zan amsa tambayar sarki.”","If I have found favor in the sight of the king, and if it pleases the king to grant my petition and to perform my request, let the king and Haman come to the banquet that I will prepare for them, and I will do tomorrow as the king has said.”"
"“Saboda haka nake ce muku, ku saurare ni; ni ma zan gaya muku abin da na sani.","Therefore I said, ‘Listen to me; I also will show my opinion.’"
"Game da sauran ayyukan mulkin Yowash da duk abin da ya yi, duk a rubuce suke a cikin littafin tarihin sarakunan Yahuda.","Now the rest of the acts of Joash, and all that he did, aren’t they written in the book of the chronicles of the kings of Judah?"
"Duk da haka mutanen nan suna maganar banza a kan kome da ba su gane ba; kuma abubuwan da suka fahimta bisa ga jiki, kamar dabbobi marasa hankali, waɗannan abubuwa ne suke hallaka su.","But these speak evil of whatever things they don’t know. They are destroyed in these things that they understand naturally, like the creatures without reason."
"Duk mai son adana ransa zai rasa shi, duk wanda kuwa ya rasa ransa saboda ni zai same shi.",He who seeks his life will lose it; and he who loses his life for my sake will find it.
sai ya aiki ’yan leƙen asiri su tabbata lalle Shawulu ya iso can.,"David therefore sent out spies, and understood that Saul had certainly come."
"“Ta haka zan tsarkake Tentin Sujada da bagaden, in kuma tsarkake Haruna da ’ya’yansa maza su yi mini hidima a matsayin firistoci.",I will sanctify the Tent of Meeting and the altar. I will also sanctify Aaron and his sons to minister to me in the priest’s office.
"Hiram kuwa ya aiki mutanensa, masu tuƙan jirgin ruwa waɗanda suka san teku, don su yi hidima a jerin jiragen ruwa tare da mutanen Solomon.","Hiram sent in the fleet his servants, sailors who had knowledge of the sea, with the servants of Solomon."
"da aka ƙidaya kabila-kabila da kuma iyali-iyali, su 2,630 ne.","even those who were counted of them, by their families, by their fathers’ houses, were two thousand six hundred thirty."
"Al’amarin ya zama da muni ƙwarai a cikin Isra’ila da Yahuda, don haka Ubangiji ya husata har ya sa aka kai mutanen bautar talala. Zedekiya kuwa ya tayar wa Sarkin Babilon.","For through Yahweh’s anger this happened in Jerusalem and Judah, until he had cast them out from his presence. Zedekiah rebelled against the king of Babylon."
"Ana nan sai sarkin Ammonawa ya rasu, ɗansa Hanun kuwa ya gāje shi a matsayin sarki.","After this, the king of the children of Ammon died, and Hanun his son reigned in his place."
"Sai waɗansu suka miƙe tsaye, suka ba da wannan shaida ƙarya a kansa, suka ce,","Some stood up and gave false testimony against him, saying,"
"(Saboda haka, aka kira ranakun nan Furim, daga kalma fur). Saboda dukan abin da aka rubuta cikin wannan wasiƙa da kuma abin da suka gani, da abin da ya same su.","Therefore they called these days “Purim”, from the word “Pur.” Therefore because of all the words of this letter, and of that which they had seen concerning this matter, and that which had come to them,"
"Ka ba su saƙo wa iyayengijinsu su ce, ‘Ga abin da Ubangiji Maɗaukaki, Allah na Isra’ila, yana cewa, “Ku faɗa wa iyayengijinku wannan.","Give them a command to their masters, saying, ‘Yahweh of Armies, the God of Israel says, “You shall tell your masters:"
"Bayan haka, Yusuf mutumin Arimateya ya roƙi Bilatus a ba shi jikin Yesu. Yusuf dai almajirin Yesu ne, amma a ɓoye domin yana tsoron Yahudawa. Da izinin Bilatus, ya zo ya ɗauki jikin.","After these things, Joseph of Arimathaea, being a disciple of Jesus, but secretly for fear of the Jews, asked of Pilate that he might take away Jesus’ body. Pilate gave him permission. He came therefore and took away his body."
"Duk kuma sa’ad da akwatin ya kama hanya, sai Musa ya ce, “Ka tashi, ya Ubangiji! Ka sa maƙiyanka su warwatse; masu ƙinka kuma su gudu a gabanka.”","When the ark went forward, Moses said, “Rise up, Yahweh, and let your enemies be scattered! Let those who hate you flee before you!”"
"Zai zama hakkin sarki ne ya tanada hadayu na ƙonawa, hadayu na gari da hadayu na sha a bukukkuwa, Sabuwar Wata da Asabbatai, a duk ƙayyadaddun bukukkuwa na gidan Isra’ila. Zai tanada hadayu don zunubi, hadayu na gari, hadayu na ƙonawa da hadayu na salama don yin kafara saboda gidan Isra’ila.","It shall be the prince’s part to give the burnt offerings, the meal offerings, and the drink offerings, in the feasts, and on the new moons, and on the Sabbaths, in all the appointed feasts of the house of Israel. He shall prepare the sin offering, the meal offering, the burnt offering, and the peace offerings, to make atonement for the house of Israel.”"
"Sa’an nan Abimelek ya kira Ibrahim ciki ya ce, “Me ke nan ka yi mana? Ta wace hanya ce na yi maka laifi har da ka kawo irin wannan babban laifi a kaina da kuma masarautata? Ka yi mini abubuwan da bai kamata a yi ba.”","Then Abimelech called Abraham, and said to him, “What have you done to us? How have I sinned against you, that you have brought on me and on my kingdom a great sin? You have done deeds to me that ought not to be done!”"
"Da tsakar rana za ku riƙa lallubawa kamar makaho. Za ku zama marasa nasara a cikin kome da kuka yi; kowace rana za a zalunce ku, a kuma yi muku ƙwace, ba tare da wani ya cece ku ba.","You will grope at noonday, as the blind gropes in darkness, and you shall not prosper in your ways. You will only be oppressed and robbed always, and there will be no one to save you."
"Har wa yau Yesu ya sāke ce musu, “Zan tafi, za ku kuwa neme ni, za ku kuma mutu cikin zunubinku. Inda za ni, ba za ku iya zuwa ba.”","Jesus said therefore again to them, “I am going away, and you will seek me, and you will die in your sins. Where I go, you can’t come.”"
"Saboda haka, ni Bulus, na zama ɗan kurkuku na Kiristi Yesu saboda ku Al’ummai.","For this cause I, Paul, am the prisoner of Christ Jesus on behalf of you Gentiles,"
"wanda ya yi duwatsu ta wurin ikonka, bayan ka kintsa kanka da ƙarfi,","By your power, you form the mountains, having armed yourself with strength."
"Saboda haka ya tambayi Yehoshafat, ya ce, “Za ka tafi tare da ni don in yi yaƙi da Ramot Gileyad?” Yehoshafat ya amsa wa sarkin Isra’ila, ya ce, “Ni ma kamar ka ne, mutanena kuwa kamar mutanenka, dawakaina kamar dawakanka.”","He said to Jehoshaphat, “Will you go with me to battle to Ramoth Gilead?” Jehoshaphat said to the king of Israel, “I am as you are, my people as your people, my horses as your horses.”"
"Biye da shi, shi ne Eleyazar ɗan Dodo mutumin Aho, ɗaya daga cikin jarumawa uku.","After him was Eleazar the son of Dodo, the Ahohite, who was one of the three mighty men."
"Sai Bitrus ya amsa masa, “Ga shi mun bar kome don mu bi ka! Me za mu samu ke nan?”","Then Peter answered, “Behold, we have left everything and followed you. What then will we have?”"
"Saboda haka, dole a yi biyayya ga hukumomi, ba don gudun horo kawai ba amma don lamirinku.","Therefore you need to be in subjection, not only because of the wrath, but also for conscience’ sake."
"Za ku iya cin dabbobin da suke da rababben kofato, waɗanda suke kuma tuƙa.","Whatever parts the hoof, and is cloven-footed, and chews the cud among the animals, that you may eat."
"Jarumawan nan su ne, Asahel ɗan’uwan Yowab, Elhanan ɗan Dodo daga Betlehem,","The mighty men of the armies also include Asahel the brother of Joab, Elhanan the son of Dodo of Bethlehem,"
Duk ’yan wasan gasa sukan hori kansu sosai. Sukan yi haka domin su sami rawanin da ba zai daɗe ba. Amma mu muna yi ne domin mu sami rawanin da zai dawwama.,"Every man who strives in the games exercises self-control in all things. Now they do it to receive a corruptible crown, but we an incorruptible."
Sa’an nan idanun makafi za su buɗe kunnuwan kurame kuma su ji.,"Then the eyes of the blind will be opened, and the ears of the deaf will be unstopped."
"Mutane marasa hankali marasa suna, an kore su daga ƙasar.","They are children of fools, yes, children of wicked men. They were flogged out of the land."
Haka ma Yesu ya sha wahala a bayan gari don yă tsarkake mutane ta wurin jininsa.,"Therefore Jesus also, that he might sanctify the people through his own blood, suffered outside of the gate."
"Bari waɗanda suke tsoron Ubangiji su ce, “Ƙaunarsa madawwamiya ce har abada.”",Now let those who fear Yahweh say that his loving kindness endures forever.
"Ko akwai wani da aka yi masa alkawarin mata, bai kuwa aure ta ko ba? Bari yă tafi gida, kada yă mutu a yaƙi, wani dabam yă aure ta.”","What man is there who has pledged to be married to a wife, and has not taken her? Let him go and return to his house, lest he die in the battle, and another man take her.”"
"Hanyar mai laifi karkatacciya ce, amma halin marar laifi sukan aikata gaskiya.","The way of the guilty is devious, but the conduct of the innocent is upright."
"“Ba shakka ku ne mutanen nan, hikima za tă mutu tare da ku!","“No doubt, but you are the people, and wisdom will die with you."
"Za ka ce “Sun buge ni, amma ban ji ciwo ba! Sun daddoke ni, amma ba na jin zafinsa! Yaushe zan farka don in ƙara shan wani?”","“They hit me, and I was not hurt! They beat me, and I don’t feel it! When will I wake up? I can do it again. I will look for more.”"
"Amma za a washe Isuwa ƙaƙaf, a kuma yaye ɓoyayyiyar dukiyarsa!",How Esau will be ransacked! How his hidden treasures are sought out!
"Masu zargina ba su same ni ina gardama da kowa a haikali, ko kuma ina tā da hankalin jama’a a majami’u ko kuwa wani wuri dabam a cikin birni ba.","In the temple they didn’t find me disputing with anyone or stirring up a crowd, either in the synagogues or in the city."
"Akwai wani daga cikin gumaka marasa amfani na al’ummai da ya kawo ruwan sama? Sararin sama kansu sukan yi yayyafi? A’a, kai ne, ya Ubangiji Allahnmu. Saboda haka sa zuciyarmu tana a kanka, gama kai ne kake yi wannan duka.","Are there any among the vanities of the nations that can cause rain? Or can the sky give showers? Aren’t you he, Yahweh our God? Therefore we will wait for you; for you have made all these things."
"Amma in mahaifina ya sa zuciya yă cuce ka, Ubangiji yă hukunta ni da hukunci mai tsanani in ban gaya maka ba, in kuma sa ka ka tafi lafiya. Ubangiji yă kasance tare da kai kamar yadda ya kasance da mahaifina.","Yahweh do so to Jonathan and more also, should it please my father to do you evil, if I don’t disclose it to you and send you away, that you may go in peace. May Yahweh be with you as he has been with my father."
"yana cewa, ‘Wannan mutum ya fara gini, amma bai iya gamawa ba.’","saying, ‘This man began to build and wasn’t able to finish.’"
"Sa’an nan ka sa kwaf nawa, wannan na azurfa a bakin buhun autan, tare da kuɗinsa na hatsi.” Sai mai hidimar ya yi kamar yadda Yusuf ya umarta.","Put my cup, the silver cup, in the sack’s mouth of the youngest, with his grain money.” He did according to the word that Joseph had spoken."
"“Wane ƙarfi nake da shi, har da zan ci gaba da sa zuciya? Wane sa zuciya ne zai sa in yi haƙuri?","What is my strength, that I should wait? What is my end, that I should be patient?"
"Da yake Amalekawa da Kan’aniyawa suna zama a kwarin, gobe sai ka koma baya, ka nufi wajen hamada ta hanyar Jan Teku.”","Since the Amalekite and the Canaanite dwell in the valley, tomorrow turn and go into the wilderness by the way to the Red Sea.”"
"Sa’an nan firistoci suka janye daga Wuri Mai Tsarki. Dukan firistocin da suke can sun tsarkake kansu, ko daga wace ɓangarori suka fito.","When the priests had come out of the holy place (for all the priests who were present had sanctified themselves, and didn’t keep their divisions;"
